stock,entry,sl,tp,rr,trend,volume,momentum,rsi,vwap,score,date,time,result
KAJARIACER,1218.4,1212.31,1230.58,2.0,0.0031,3.55,0.0032,62.9,1215.09,81.8,2026-07-06,12:24,SL
KPITTECH,559.35,556.55,564.94,2.0,0.0045,3.1,0.0053,64.1,553.35,97.64,2026-07-06,12:24,SL
LLOYDSENT,77.79,77.4,78.57,2.0,0.0026,4.72,0.0048,57.8,77.53,86.93,2026-07-06,12:24,SL
MALLCOM,1025.1,1019.97,1035.35,2.0,0.0076,2.13,0.0091,55.6,1016.37,92.01,2026-07-06,12:25,SL
MANAPPURAM,347.9,346.16,351.38,2.0,0.0064,1.88,0.0062,70.2,341.66,88.24,2026-07-06,12:25,SL
MBEL,332.9,331.24,336.23,2.0,0.0037,5.66,0.0063,59.5,332.98,93.46,2026-07-06,12:25,SL
MUTHOOTCAP,217.8,216.71,219.98,2.0,0.0066,1.95,0.0046,66.6,216.47,87.28,2026-07-06,12:25,SL
PARKHOTELS,124.15,123.53,125.39,2.0,0.005,3.42,0.0055,67.9,123.52,100.0,2026-07-06,12:26,SL
POCL,1434.7,1427.53,1449.05,2.0,0.0048,1.69,0.0048,60.6,1425.88,83.0,2026-07-06,12:26,SL
POLYPLEX,1023.9,1018.78,1034.14,2.0,0.0107,1.84,0.0119,72.7,1011.01,87.59,2026-07-06,12:26,SL
PSPPROJECT,1114.7,1109.13,1125.85,2.0,0.0109,3.23,0.0124,66.9,1102.03,100.0,2026-07-06,12:26,SL
RATNAVEER,181.46,180.55,183.27,2.0,0.0113,5.46,0.0121,73.3,180.81,100.0,2026-07-06,12:27,SL
ROSSARI,533.0,530.34,538.33,2.0,0.0055,3.64,0.0079,65.5,531.43,100.0,2026-07-06,12:27,SL
SENORES,1369.0,1362.15,1382.69,2.0,0.0097,1.56,0.004,63.4,1351.29,78.63,2026-07-06,12:27,TARGET
SIMPLEXINF,268.1,266.76,270.78,2.0,0.0074,2.65,0.0113,68.6,265.71,99.72,2026-07-06,12:28,SL
SJS,2200.0,2189.0,2222.0,2.0,0.0081,2.29,0.0045,69.4,2183.27,92.0,2026-07-06,12:28,TARGET
SYMPHONY,706.0,702.47,713.06,2.0,0.0023,5.19,0.0034,61.8,704.11,78.52,2026-07-06,12:28,SL
THOMASCOOK,107.4,106.86,108.47,2.0,0.0061,2.24,0.0035,66.1,106.58,85.89,2026-07-06,12:29,SL
TIPSMUSIC,690.5,687.05,697.4,2.0,0.0055,2.86,0.0031,70.7,688.1,90.25,2026-07-06,12:29,SL
TTKHLTCARE,939.35,934.65,948.74,2.0,0.0055,1.5,0.0086,54.3,931.84,82.52,2026-07-06,12:29,SL
UJJIVANSFB,59.97,59.67,60.57,2.0,0.0058,1.61,0.0071,74.3,59.66,84.13,2026-07-06,12:29,TARGET
WELSPUNLIV,170.0,169.15,171.7,2.0,0.0039,2.27,0.0046,71.6,169.28,86.59,2026-07-06,12:30,SL
ABREL,1403.7,1396.68,1417.74,2.0,0.0046,1.5,0.008,66.1,1399.51,80.72,2026-07-07,07:04,SL
AEQUS,239.0,237.81,241.39,2.0,0.0052,2.38,0.0034,70.0,237.16,87.49,2026-07-07,07:04,SL
GICRE,359.0,357.2,362.59,2.0,0.0048,2.16,0.0062,73.2,357.38,91.45,2026-07-07,07:07,TARGET
INDOUS,88.75,88.31,89.64,2.0,0.0102,,0.0062,66.1,87.74,,2026-07-07,07:09,SL
MUTHOOTCAP,219.9,218.8,222.1,2.0,0.0139,3.37,0.0141,65.3,216.32,100.0,2026-07-07,07:11,SL
RITCO,272.0,270.64,274.72,2.0,0.004,1.87,0.0044,70.5,270.44,80.14,2026-07-07,07:13,SL
SREEL,213.0,211.94,215.13,2.0,0.0021,,0.0047,62.8,211.7,,2026-07-07,07:14,SL
SWIGGY,260.15,258.85,262.75,2.0,0.0099,3.33,0.0088,66.9,256.34,100.0,2026-07-07,07:15,TARGET
TEMBO,566.25,563.42,571.91,2.0,0.0063,3.04,0.0038,74.2,563.16,94.06,2026-07-07,07:15,SL
VIDHIING,287.0,285.56,289.87,2.0,0.0043,,0.0051,63.3,285.87,,2026-07-07,07:16,SL
CHEVIOT,1135.0,1129.33,1146.35,2.0,0.0036,,0.0067,57.1,1128.98,,2026-07-07,07:41,SL
DVL,239.38,238.18,241.77,2.0,0.0037,,0.0099,56.8,238.15,,2026-07-07,07:42,SL
GKENERGY,146.5,145.77,147.97,2.0,0.0089,1.96,0.0093,73.2,144.53,89.44,2026-07-07,07:43,TARGET
HLEGLAS,401.05,399.04,405.06,2.0,0.0055,2.91,0.004,72.0,398.08,95.03,2026-07-07,07:43,TARGET
KINGFA,5073.5,5048.13,5124.23,2.0,0.005,5.77,0.0033,69.2,5045.24,91.25,2026-07-07,07:45,SL
MAANALU,124.39,123.77,125.63,2.0,0.0055,3.91,0.0031,54.8,123.91,90.73,2026-07-07,07:45,SL
MAXIND,157.44,156.65,159.01,2.0,0.0037,2.98,0.0069,63.6,156.97,93.39,2026-07-07,07:45,SL
PRICOLLTD,624.9,621.78,631.15,2.0,0.0042,1.82,0.003,74.8,620.46,73.36,2026-07-07,07:47,SL
REMSONSIND,83.72,83.3,84.56,2.0,0.0067,10.64,0.0087,64.4,83.28,100.0,2026-07-07,07:47,TARGET
SIGNPOST,290.2,288.75,293.1,2.0,0.0118,8.21,0.014,57.7,287.09,100.0,2026-07-07,07:48,TARGET
SINCLAIR,75.79,75.41,76.55,2.0,0.0053,,0.0054,71.2,75.24,,2026-07-07,07:48,SL
3MINDIA,35355.0,35178.22,35708.55,2.0,0.0037,2.22,0.0034,70.4,35205.57,78.64,2026-07-07,10:40,SL
AARTIDRUGS,388.95,387.01,392.84,2.0,0.0053,1.52,0.0083,62.4,386.13,82.84,2026-07-07,10:40,SL
AKUMS,653.45,650.18,659.98,2.0,0.0051,4.3,0.0052,62.9,648.87,100.0,2026-07-07,10:41,SL
APCOTEXIND,510.5,507.95,515.61,2.0,0.0047,8.9,0.0035,59.6,507.9,91.23,2026-07-07,10:41,SL
ARVEE,163.15,162.33,164.78,2.0,0.0025,,0.007,50.8,162.49,,2026-07-07,10:41,SL
AUTOAXLES,1809.0,1799.95,1827.09,2.0,0.0101,7.65,0.0128,68.4,1791.87,100.0,2026-07-07,10:41,SL
AVANTEL,178.33,177.44,180.11,2.0,0.0042,3.34,0.0069,58.5,176.3,95.8,2026-07-07,10:41,SL
BLUESTARCO,1611.1,1603.04,1627.21,2.0,0.0026,3.09,0.0032,50.3,1602.71,78.89,2026-07-07,10:42,SL
CURAA,80.88,80.48,81.69,2.0,0.0373,,0.0701,60.0,78.82,,2026-07-07,10:43,TARGET
DODLA,1151.9,1146.14,1163.42,2.0,0.0036,2.76,0.0044,62.0,1147.25,90.21,2026-07-07,10:43,SL
FUSION,226.51,225.38,228.78,2.0,0.0082,3.23,0.0058,63.1,224.01,100.0,2026-07-07,10:44,SL
GEMAROMA,194.02,193.05,195.96,2.0,0.0075,5.0,0.0105,63.5,191.5,100.0,2026-07-07,10:44,TARGET
GLAXO,2406.5,2394.47,2430.57,2.0,0.0034,2.98,0.0064,64.6,2400.94,91.97,2026-07-07,10:44,SL
GNA,472.0,469.64,476.72,2.0,0.0076,5.41,0.0095,63.1,467.06,100.0,2026-07-07,10:44,SL
GPTINFRA,125.86,125.23,127.12,2.0,0.0079,5.35,0.0068,67.8,125.14,100.0,2026-07-07,10:44,SL
GUJALKALI,597.5,594.51,603.48,2.0,0.0055,2.53,0.0058,60.9,596.28,98.02,2026-07-07,10:44,SL
HARSHA,437.05,434.86,441.42,2.0,0.0043,4.47,0.0031,62.0,433.91,87.06,2026-07-07,10:45,SL
HNDFDS,540.0,537.3,545.4,2.0,0.0076,2.47,0.0065,66.2,535.02,97.03,2026-07-07,10:45,SL
INDNIPPON,1038.0,1032.81,1048.38,2.0,0.0148,2.69,0.0106,70.1,1028.67,100.0,2026-07-07,10:45,SL
INDOBORAX,412.45,410.39,416.57,2.0,0.0103,2.68,0.013,68.8,406.8,100.0,2026-07-07,10:45,TARGET
INNOVACAP,974.0,969.13,983.74,2.0,0.0041,4.53,0.0056,56.2,967.04,95.65,2026-07-07,10:45,SL
INTLCONV,80.8,80.4,81.61,2.0,0.0102,2.61,0.0041,66.1,79.81,94.67,2026-07-07,10:45,SL
KIRLFER,461.15,458.84,465.76,2.0,0.0047,1.89,0.0069,58.7,457.08,86.7,2026-07-07,10:46,SL
MEDICAMEQ,250.85,249.6,253.36,2.0,0.018,3.99,0.0266,57.3,246.08,100.0,2026-07-07,10:47,SL
SAHLIBHFI,79.98,79.58,80.78,2.0,0.0185,3.83,0.0253,56.9,78.49,100.0,2026-07-07,10:49,SL
SAPPHIRE,189.9,188.95,191.8,2.0,0.0089,3.89,0.0081,68.5,186.63,100.0,2026-07-07,10:50,SL
SIRCA,401.5,399.49,405.51,2.0,0.0027,2.54,0.0043,63.3,400.5,82.62,2026-07-07,10:50,SL
SOMATEX,107.02,106.48,108.09,2.0,0.0062,4.52,0.0115,58.3,104.86,100.0,2026-07-07,10:50,SL
SURAKSHA,270.9,269.55,273.61,2.0,0.0045,5.6,0.0052,63.2,268.61,97.36,2026-07-07,10:51,SL
SYMPHONY,697.85,694.36,704.83,2.0,0.003,2.94,0.0033,73.5,697.24,81.59,2026-07-07,10:51,SL
UNICHEMLAB,478.8,476.41,483.59,2.0,0.0035,3.3,0.0046,62.2,472.99,90.81,2026-07-07,10:52,TARGET
UNITEDTEA,486.5,484.07,491.37,2.0,0.0051,,0.0031,66.4,484.91,,2026-07-07,10:52,SL
URBANCO,139.0,138.31,140.39,2.0,0.0059,4.21,0.0045,65.7,137.12,97.4,2026-07-07,10:52,SL
ZAGGLE,206.4,205.37,208.46,2.0,0.0025,1.77,0.0038,51.3,205.76,68.26,2026-07-07,10:52,SL
AYMSYNTEX,245.49,244.26,247.94,2.0,0.0177,2.2,0.0227,74.0,241.21,92.93,2026-07-08,06:16,SL
CIEINDIA,464.3,461.98,468.94,2.0,0.0031,4.06,0.0032,69.5,462.95,81.49,2026-07-08,06:17,SL
EPACKPEB,251.07,249.81,253.58,2.0,0.01,1.51,0.0077,64.0,247.59,82.64,2026-07-08,06:18,TARGET
GLOBAL,101.45,100.94,102.46,2.0,0.0032,1.5,0.0031,59.2,100.92,64.02,2026-07-08,06:19,TARGET
GRPLTD,1900.0,1890.5,1919.0,2.0,0.0124,,0.0159,71.0,1876.61,,2026-07-08,06:19,SL
HINDALCO,979.2,974.3,988.99,2.0,0.0038,2.97,0.0034,64.1,973.91,86.13,2026-07-08,06:19,SL
HUBTOWN,210.12,209.07,212.22,2.0,0.0062,2.4,0.0048,74.2,208.26,95.18,2026-07-08,06:19,SL
HUDCO,212.05,210.99,214.17,2.0,0.0048,1.56,0.0031,72.2,210.14,72.81,2026-07-08,06:19,SL
INDOFARM,159.51,158.71,161.11,2.0,0.0111,1.81,0.0114,74.7,158.93,87.21,2026-07-08,06:20,SL
INDOUS,89.09,88.64,89.98,2.0,0.0113,,0.0103,59.8,88.14,,2026-07-08,06:20,TARGET
PGHL,6285.0,6253.57,6347.85,2.0,0.0025,6.29,0.0032,65.9,6274.65,78.68,2026-07-08,06:23,TARGET
QUESS,304.3,302.78,307.34,2.0,0.0084,3.83,0.0076,71.8,301.43,100.0,2026-07-08,06:23,SL
ROSSTECH,998.0,993.01,1007.98,2.0,0.0132,8.78,0.0105,73.3,986.83,100.0,2026-07-08,06:23,SL
SHREYANIND,141.48,140.77,142.89,2.0,0.0092,,0.0106,52.1,140.46,,2026-07-08,06:24,SL
SOUTHWEST,232.0,230.84,234.32,2.0,0.0168,8.03,0.0173,72.2,227.05,100.0,2026-07-08,06:24,SL
5PAISA,370.35,368.5,374.05,2.0,0.0101,2.24,0.0145,69.7,367.25,93.62,2026-07-08,06:28,TARGET
ABLBL,96.1,95.62,97.06,2.0,0.0055,3.58,0.0042,61.8,95.2,95.9,2026-07-08,06:29,SL
ANANTRAJ,568.0,565.16,573.68,2.0,0.0167,1.64,0.01,67.3,558.05,84.66,2026-07-08,06:29,SL
ANUP,2239.2,2228.0,2261.59,2.0,0.0084,2.94,0.0064,68.6,2216.7,100.0,2026-07-08,06:29,SL
INDIACEM,381.5,379.59,385.31,2.0,0.0031,2.44,0.0036,67.1,379.94,79.74,2026-07-08,06:34,SL
JUNIPER,196.87,195.89,198.84,2.0,0.0032,2.55,0.0039,68.4,195.91,84.05,2026-07-08,06:35,SL
KAVDEFENCE,63.52,63.2,64.16,2.0,0.0099,1.95,0.0091,55.3,62.62,89.2,2026-07-08,06:36,SL
MAHLOG,392.15,390.19,396.07,2.0,0.0056,4.48,0.0051,61.8,389.78,100.0,2026-07-08,06:37,TARGET
MANORAMA,1547.4,1539.66,1562.87,2.0,0.0085,3.51,0.0079,68.8,1532.91,100.0,2026-07-08,06:37,SL
MATRIMONY,444.3,442.08,448.74,2.0,0.0091,2.37,0.0098,66.8,437.44,95.62,2026-07-08,06:37,SL
PATELRMART,224.38,223.26,226.62,2.0,0.0093,8.47,0.0116,69.8,221.84,100.0,2026-07-08,06:38,TARGET
PIRAMALFIN,2194.9,2183.93,2216.85,2.0,0.0086,2.3,0.0093,73.4,2176.41,94.54,2026-07-08,06:39,SL
QMSMEDI,106.76,106.23,107.83,2.0,0.0105,,0.0075,54.8,104.93,,2026-07-08,06:39,SL
RBZJEWEL,146.12,145.39,147.58,2.0,0.0238,4.99,0.0125,72.9,143.1,100.0,2026-07-08,06:39,SL
SANOFICONR,4617.6,4594.51,4663.78,2.0,0.0037,,0.0035,60.9,4600.92,,2026-07-08,06:40,SL
UNIENTER,108.25,107.71,109.33,2.0,0.0061,,0.0077,63.3,107.4,,2026-07-08,06:43,SL
ATHERENERG,1190.7,1184.75,1202.61,2.0,0.0149,2.62,0.0164,68.2,1169.34,99.24,2026-07-08,09:09,SL
INNOVANA,315.4,313.82,318.55,2.0,0.0087,,0.0094,60.2,312.1,,2026-07-08,09:13,SL
CHEMPLASTS,199.0,198.0,200.99,2.0,0.0064,1.64,0.009,57.8,197.62,84.54,2026-07-08,10:59,SL
INGERRAND,4400.0,4378.0,4444.0,2.0,0.0087,1.64,0.0088,74.3,4358.67,84.64,2026-07-08,11:02,SL
MCX,2763.0,2749.18,2790.63,2.0,0.015,1.78,0.0129,70.3,2714.31,86.76,2026-07-08,11:04,TARGET
SUPRIYA,865.6,861.27,874.26,2.0,0.0087,1.52,0.0085,74.4,852.81,82.82,2026-07-08,11:08,TARGET
3BBLACKBIO,1198.4,1192.41,1210.38,2.0,0.0056,4.22,0.0086,64.0,1193.02,100.0,2026-07-09,07:04,SL
ADANIGREEN,1515.0,1507.42,1530.15,2.0,0.0043,2.02,0.005,72.5,1511.04,86.89,2026-07-09,07:04,SL
BLACKBUCK,565.3,562.47,570.95,2.0,0.0061,2.9,0.0048,68.3,560.9,99.0,2026-07-09,07:06,TARGET
GLOSTERLTD,651.5,648.24,658.01,2.0,0.0059,,0.0095,62.4,647.72,,2026-07-09,07:08,SL
GPIL,253.75,252.48,256.29,2.0,0.0111,4.99,0.0124,64.0,250.96,100.0,2026-07-09,07:08,SL
HONASA,470.0,467.65,474.7,2.0,0.0066,5.97,0.007,71.8,467.51,100.0,2026-07-09,07:09,TARGET
IITL,137.07,136.38,138.44,2.0,0.0068,,0.0123,70.7,137.1,,2026-07-09,07:09,SL
INDIANHUME,350.1,348.35,353.6,2.0,0.0078,3.23,0.0039,60.5,344.09,94.35,2026-07-09,07:09,SL
KAYA,243.57,242.35,246.01,2.0,0.0045,,0.0087,68.0,241.52,,2026-07-09,07:10,TARGET
NRAIL,420.0,417.9,424.2,2.0,0.0112,,0.0145,64.0,414.72,,2026-07-09,07:12,SL
PREMIERENE,1081.9,1076.49,1092.72,2.0,0.0062,2.47,0.0068,72.3,1071.66,97.0,2026-07-09,07:13,TARGET
SBCL,727.95,724.31,735.23,2.0,0.0038,1.98,0.0037,57.5,721.95,77.09,2026-07-09,07:14,SL
SIKA,1217.0,1210.91,1229.17,2.0,0.0043,3.8,0.0049,65.5,1209.03,96.09,2026-07-09,07:15,SL
STYRENIX,2268.9,2257.56,2291.59,2.0,0.0107,1.73,0.0066,71.0,2243.13,85.89,2026-07-09,07:15,SL
AARON,117.58,116.99,118.76,2.0,0.0076,9.92,0.0127,61.1,116.99,100.0,2026-07-09,07:37,SL
CAPLIPOINT,2632.0,2618.84,2658.32,2.0,0.0054,4.44,0.0065,72.0,2614.11,100.0,2026-07-09,07:39,SL
CENTUM,3574.9,3557.03,3610.65,2.0,0.0052,1.52,0.0073,52.8,3552.98,82.83,2026-07-09,07:39,SL
CORDELIA,881.1,876.69,889.91,2.0,0.0104,3.22,0.0152,72.4,863.4,100.0,2026-07-09,07:39,SL
IGCL,70.5,70.15,71.2,2.0,0.0096,3.01,0.015,59.7,69.93,100.0,2026-07-09,07:41,SL
ISGEC,910.0,905.45,919.1,2.0,0.005,2.6,0.0061,66.5,903.7,99.01,2026-07-09,07:41,TARGET
KEC,493.55,491.08,498.49,2.0,0.0031,1.96,0.005,63.8,491.47,79.95,2026-07-09,07:42,TARGET
NILKAMAL,1317.9,1311.31,1331.08,2.0,0.0048,7.96,0.0037,67.6,1310.88,92.43,2026-07-09,07:43,SL
PNBGILTS,87.62,87.18,88.5,2.0,0.0035,8.71,0.0033,61.0,87.09,83.95,2026-07-09,07:44,TARGET
PNBHOUSING,1083.6,1078.18,1094.44,2.0,0.0089,2.54,0.0073,69.1,1070.76,98.12,2026-07-09,07:44,TARGET
RGL,121.83,121.22,123.05,2.0,0.0042,7.39,0.0045,66.5,120.81,93.07,2026-07-09,07:44,SL
TRANSPEK,1006.0,1000.97,1016.06,2.0,0.0037,,0.0058,54.4,999.79,,2026-07-09,07:46,SL
ZODIACLOTH,79.0,78.61,79.79,2.0,0.0159,,0.0166,64.0,77.43,,2026-07-09,07:47,SL
ABREL,1415.0,1407.92,1429.15,2.0,0.0071,3.07,0.0106,68.1,1399.99,100.0,2026-07-09,10:50,SL
AMBIKCO,1761.8,1752.99,1779.42,2.0,0.0043,2.48,0.0068,63.7,1749.98,93.78,2026-07-09,10:51,TARGET
APOLLO,401.05,399.04,405.06,2.0,0.0099,2.75,0.0115,73.2,395.12,100.0,2026-07-09,10:51,TARGET
ARSSBL,575.0,572.12,580.75,2.0,0.0041,3.44,0.006,58.8,573.35,95.36,2026-07-09,10:51,TARGET
ATLASCYCLE,97.8,97.31,98.78,2.0,0.0037,3.66,0.0081,55.5,97.26,93.73,2026-07-09,10:51,TARGET
BEML,1822.0,1812.89,1840.22,2.0,0.0047,2.06,0.0049,73.7,1810.46,88.86,2026-07-09,10:52,TARGET
CAMS,778.0,774.11,785.78,2.0,0.004,2.15,0.0056,64.0,768.86,87.28,2026-07-09,10:52,TARGET
CANBK,125.25,124.62,126.5,2.0,0.004,1.71,0.0064,70.3,124.08,80.7,2026-07-09,10:52,TARGET
CGCL,255.5,254.22,258.06,2.0,0.0153,4.8,0.0232,61.6,249.96,100.0,2026-07-09,10:53,TARGET
CORONA,2022.8,2012.69,2043.03,2.0,0.0026,4.85,0.0039,56.5,2022.74,82.3,2026-07-09,10:53,TARGET
DECNGOLD,207.0,205.97,209.07,2.0,0.0112,1.96,0.0147,59.6,202.36,89.35,2026-07-09,10:53,SL
ELIN,99.76,99.26,100.76,2.0,0.0026,3.28,0.0034,58.1,99.29,79.9,2026-07-09,10:54,TARGET
EMMVEE,336.0,334.32,339.36,2.0,0.0033,2.66,0.0061,51.6,334.14,91.49,2026-07-09,10:54,SL
EMSLIMITED,420.75,418.65,424.96,2.0,0.0064,4.04,0.0097,65.8,416.96,100.0,2026-07-09,10:54,TARGET
GANESHBE,98.9,98.41,99.89,2.0,0.0161,4.34,0.0217,59.8,97.29,100.0,2026-07-09,10:54,SL
GNA,472.0,469.64,476.72,2.0,0.0052,3.83,0.0114,67.2,469.29,100.0,2026-07-09,10:55,TARGET
GPTINFRA,126.0,125.37,127.26,2.0,0.0143,1.7,0.0168,64.1,124.15,85.48,2026-07-09,10:55,SL
GSFC,162.5,161.69,164.12,2.0,0.0063,7.15,0.0069,63.5,161.05,100.0,2026-07-09,10:55,SL
HEALTHX,335.0,333.32,338.35,2.0,0.0133,2.6,0.0182,50.5,328.82,99.05,2026-07-09,10:55,SL
HGINFRA,557.65,554.86,563.23,2.0,0.0048,2.12,0.0057,72.5,554.16,90.56,2026-07-09,10:56,TARGET
ICICIPRULI,492.05,489.59,496.97,2.0,0.0021,2.35,0.0035,50.6,488.82,73.1,2026-07-09,10:56,TARGET
INDSWFTLAB,236.25,235.07,238.61,2.0,0.0043,4.25,0.004,55.2,232.84,91.09,2026-07-09,10:56,TARGET
ITCHOTELS,183.0,182.09,184.83,2.0,0.0039,4.75,0.0074,61.3,181.64,94.52,2026-07-09,10:57,SL
J&KBANK,169.0,168.16,170.69,2.0,0.0031,3.51,0.0034,53.5,168.24,82.72,2026-07-09,10:57,TARGET
KIRLOSBROS,1914.8,1905.23,1933.95,2.0,0.0037,2.24,0.0041,64.3,1899.18,82.67,2026-07-09,10:57,TARGET
KIRLOSIND,4175.0,4154.12,4216.75,2.0,0.0069,4.09,0.0118,68.4,4156.7,100.0,2026-07-09,10:57,TARGET
LALPATHLAB,1690.0,1681.55,1706.9,2.0,0.0037,3.91,0.0045,52.6,1678.45,91.13,2026-07-09,10:58,SL
LLOYDSENGG,85.65,85.22,86.51,2.0,0.007,3.08,0.0065,66.0,84.84,100.0,2026-07-09,10:58,TARGET
LTM,3872.7,3853.34,3911.43,2.0,0.0052,2.58,0.0091,60.9,3842.7,98.64,2026-07-09,10:58,TARGET
MAFATIND,139.35,138.65,140.74,2.0,0.0088,6.17,0.0116,61.1,137.76,100.0,2026-07-09,10:58,SL
MAHABANK,82.15,81.74,82.97,2.0,0.0039,1.61,0.0034,71.4,81.56,70.61,2026-07-09,10:58,TARGET
MAJESAUT,347.0,345.26,350.47,2.0,0.0038,2.22,0.0078,51.5,345.38,87.6,2026-07-09,10:58,SL
MPSLTD,2022.8,2012.69,2043.03,2.0,0.0024,3.55,0.0035,62.6,2017.31,79.56,2026-07-09,10:59,TARGET
NIACL,184.29,183.37,186.13,2.0,0.0048,4.99,0.007,61.8,183.54,98.87,2026-07-09,10:59,SL
NILE,1770.0,1761.15,1787.7,2.0,0.0118,8.62,0.0088,63.2,1747.78,100.0,2026-07-09,10:59,TARGET
NIVABUPA,86.1,85.67,86.96,2.0,0.0042,4.54,0.0061,68.4,85.62,95.94,2026-07-09,11:00,TARGET
NTPCGREEN,93.19,92.72,94.12,2.0,0.0024,2.62,0.004,57.0,92.94,81.27,2026-07-09,11:00,TARGET
NUCLEUS,759.9,756.1,767.5,2.0,0.0039,3.51,0.0049,58.4,757.77,93.78,2026-07-09,11:00,SL
PANACEABIO,556.0,553.22,561.56,2.0,0.0035,2.62,0.0041,67.8,553.83,86.96,2026-07-09,11:00,SL
PARACABLES,67.25,66.91,67.92,2.0,0.0064,4.96,0.0105,62.6,66.29,100.0,2026-07-09,11:00,TARGET
PARKHOSPS,291.0,289.55,293.91,2.0,0.0037,1.97,0.0034,52.7,287.0,75.22,2026-07-09,11:00,SL
PENIND,170.8,169.95,172.51,2.0,0.0073,6.46,0.0071,74.4,169.13,100.0,2026-07-09,11:00,TARGET
PRECWIRE,391.0,389.05,394.91,2.0,0.0052,5.34,0.0103,57.6,388.39,100.0,2026-07-09,11:01,TARGET
PUNJABCHEM,1095.0,1089.53,1105.95,2.0,0.0068,3.7,0.0064,71.7,1081.99,100.0,2026-07-09,11:01,TARGET
SIS,439.55,437.35,443.95,2.0,0.006,8.21,0.0093,67.6,435.98,100.0,2026-07-09,11:03,SL
SMARTWORKS,459.95,457.65,464.55,2.0,0.0048,6.78,0.0083,53.2,456.72,98.78,2026-07-09,11:03,SL
STANLEY,154.74,153.97,156.29,2.0,0.0071,2.61,0.0073,71.6,153.55,99.16,2026-07-09,11:03,TARGET
STYL,360.7,358.9,364.31,2.0,0.0053,4.88,0.0033,63.3,356.55,91.69,2026-07-09,11:03,SL
SUMICHEM,482.3,479.89,487.12,2.0,0.0077,2.15,0.0035,74.5,476.61,84.95,2026-07-09,11:03,SL
SUNTV,503.65,501.13,508.69,2.0,0.0079,4.33,0.0105,68.3,499.75,100.0,2026-07-09,11:04,SL
SYRMA,1447.0,1439.77,1461.47,2.0,0.0064,1.9,0.0077,62.3,1422.11,88.53,2026-07-09,11:04,SL
TAJGVK,364.05,362.23,367.69,2.0,0.0081,2.3,0.0112,62.9,361.54,94.55,2026-07-09,11:04,TARGET
TBZ,235.0,233.82,237.35,2.0,0.0133,1.69,0.0272,56.4,230.57,85.29,2026-07-09,11:04,SL
TCS,2059.0,2048.7,2079.59,2.0,0.0033,1.55,0.0063,55.5,2044.56,74.58,2026-07-09,11:04,TARGET
TIPSMUSIC,713.5,709.93,720.63,2.0,0.0053,1.55,0.0049,67.4,706.91,82.87,2026-07-09,11:04,SL
TRAVELFOOD,1326.0,1319.37,1339.26,2.0,0.0055,1.96,0.0066,58.7,1317.6,89.43,2026-07-09,11:04,SL
TVSSCS,142.25,141.54,143.67,2.0,0.0089,7.9,0.0148,66.7,140.77,100.0,2026-07-09,11:05,TARGET
UJJIVANSFB,63.08,62.76,63.71,2.0,0.0066,2.57,0.0096,65.6,62.47,98.6,2026-07-09,11:05,TARGET
UNIPARTS,682.95,679.54,689.78,2.0,0.0028,4.22,0.0032,57.1,677.85,79.99,2026-07-09,11:05,SL
VIDYAWIRES,97.45,96.96,98.42,2.0,0.0085,3.27,0.0069,72.6,96.21,100.0,2026-07-09,11:05,SL
VIKRAMSOLR,194.1,193.13,196.04,2.0,0.0087,3.21,0.0067,69.7,191.26,100.0,2026-07-09,11:05,TARGET
VINATIORGA,1319.2,1312.6,1332.39,2.0,0.0044,1.73,0.0046,72.9,1312.52,81.28,2026-07-09,11:05,TARGET
VSTTILLERS,4579.1,4556.2,4624.89,2.0,0.0059,3.99,0.0098,66.7,4536.31,100.0,2026-07-09,11:05,TARGET
WANBURY,284.85,283.43,287.7,2.0,0.0028,2.95,0.0053,51.3,282.04,88.91,2026-07-09,11:05,SL
WELENT,617.95,614.86,624.13,2.0,0.0081,5.71,0.012,74.3,613.09,100.0,2026-07-09,11:05,TARGET
BANARBEADS,117.5,116.91,118.67,2.0,0.0326,6.68,0.0262,57.7,114.58,100.0,2026-07-10,07:04,SL
DCXINDIA,202.78,201.77,204.81,2.0,0.0043,3.21,0.0071,67.4,201.73,96.73,2026-07-10,07:06,SL
GUJTHEM,376.75,374.87,380.52,2.0,0.0038,1.57,0.0044,64.2,374.67,74.37,2026-07-10,07:08,TARGET
HONASA,471.05,468.69,475.76,2.0,0.0032,2.33,0.0032,63.6,470.24,76.86,2026-07-10,07:08,SL
HYUNDAI,1967.5,1957.66,1987.17,2.0,0.0036,3.31,0.0033,73.5,1954.21,84.51,2026-07-10,07:08,TARGET
INDIANB,808.6,804.56,816.69,2.0,0.0037,7.26,0.0046,73.2,804.87,91.31,2026-07-10,07:08,TARGET
KANPRPLA,192.79,191.83,194.72,2.0,0.0044,,0.0041,67.3,191.58,,2026-07-10,07:09,SL
RELCHEMQ,133.8,133.13,135.14,2.0,0.011,,0.0136,60.9,131.91,,2026-07-10,07:13,SL
SHAHALLOYS,74.99,74.62,75.74,2.0,0.0088,,0.0066,67.4,74.11,,2026-07-10,07:13,SL
SHIVATEX,156.9,156.12,158.47,2.0,0.0102,,0.0188,56.6,154.32,,2026-07-10,07:14,SL
SRGHFL,312.95,311.39,316.08,2.0,0.0259,,0.0261,66.8,301.14,,2026-07-10,07:14,SL
SUPERHOUSE,159.99,159.19,161.59,2.0,0.0137,,0.019,58.3,157.4,,2026-07-10,07:14,SL
