SYMBOL,VOLUME,%CHNG
JAYBARMARU,1000000,0.0
JAYKAY,1000000,0.0
JAYNECOIND,1000000,0.0
JAYSREETEA,1000000,0.0
JBCHEPHARM,1000000,0.0
JBMA,1000000,0.0
JGCHEM,1000000,0.0
JHS,1000000,0.0
JINDALPHOT,1000000,0.0
JINDALPOLY,1000000,0.0
JINDALSAW,1000000,0.0
JINDALSTEL,1000000,0.0
JINDRILL,1000000,0.0
JINDWORLD,1000000,0.0
JIOFIN,1000000,0.0
JISLDVREQS,1000000,0.0
JISLJALEQS,1000000,0.0
JITFINFRA,1000000,0.0
JKCEMENT,1000000,0.0
JKIL,1000000,0.0
JKIPL,1000000,0.0
JKLAKSHMI,1000000,0.0
JKPAPER,1000000,0.0
JKTYRE,1000000,0.0
JLHL,1000000,0.0
JMA,1000000,0.0
JMFINANCIL,1000000,0.0
JNKINDIA,1000000,0.0
JOCIL,1000000,0.0
JPOLYINVST,1000000,0.0
JPPOWER,1000000,0.0
JSFB,1000000,0.0
JSL,1000000,0.0
JSLL,1000000,0.0
JSWCEMENT,1000000,0.0
JSWENERGY,1000000,0.0
JSWHL,1000000,0.0
JSWINFRA,1000000,0.0
JSWSTEEL,1000000,0.0
JTEKTINDIA,1000000,0.0
JTLIND,1000000,0.0
JUBLCPL,1000000,0.0
JUBLFOOD,1000000,0.0
JUBLINGREA,1000000,0.0
JUBLPHARMA,1000000,0.0
JUNIPER,1000000,0.0
JUSTDIAL,1000000,0.0
JWL,1000000,0.0
JYOTHYLAB,1000000,0.0
JYOTICNC,1000000,0.0
JYOTISTRUC,1000000,0.0
KABRAEXTRU,1000000,0.0
KAJARIACER,1000000,0.0
KAKATCEM,1000000,0.0
KALAMANDIR,1000000,0.0
KALPATARU,1000000,0.0
KALYANIFRG,1000000,0.0
KALYANKJIL,1000000,0.0
KAMATHOTEL,1000000,0.0
KAMDHENU,1000000,0.0
KAMOPAINTS,1000000,0.0
KANANIIND,1000000,0.0
KANORICHEM,1000000,0.0
KANPRPLA,1000000,0.0
KANSAINER,1000000,0.0
KAPSTON,1000000,0.0
KARMAENG,1000000,0.0
KARURVYSYA,1000000,0.0
KAUSHALYA,1000000,0.0
KAVDEFENCE,1000000,0.0
KAYA,1000000,0.0
KAYNES,1000000,0.0
KCP,1000000,0.0
KCPSUGIND,1000000,0.0
KDDL,1000000,0.0
KEC,1000000,0.0
KECL,1000000,0.0
KEEPLEARN,1000000,0.0
KEI,1000000,0.0
KELLTONTEC,1000000,0.0
KERNEX,1000000,0.0
KEYFINSERV,1000000,0.0
KFINTECH,1000000,0.0
KHADIM,1000000,0.0
KHAICHEM,1000000,0.0
KHAITANLTD,1000000,0.0
KHANDSE,1000000,0.0
KICL,1000000,0.0
KILITCH,1000000,0.0
KIMS,1000000,0.0
KINGFA,1000000,0.0
KIOCL,1000000,0.0
KIRIINDUS,1000000,0.0
KIRLOSBROS,1000000,0.0
KIRLOSENG,1000000,0.0
KIRLOSIND,1000000,0.0
KIRLPNU,1000000,0.0
KITEX,1000000,0.0
KKCL,1000000,0.0
KMEW,1000000,0.0
KMSUGAR,1000000,0.0
KNAGRI,1000000,0.0
KNRCON,1000000,0.0
KOHINOOR,1000000,0.0
KOKUYOCMLN,1000000,0.0
KOLTEPATIL,1000000,0.0
KOPRAN,1000000,0.0
KOTAKBANK,1000000,0.0
KOTARISUG,1000000,0.0
KOTHARIPET,1000000,0.0
KOTHARIPRO,1000000,0.0
KPEL,1000000,0.0
KPIGREEN,1000000,0.0
KPIL,1000000,0.0
KPITTECH,1000000,0.0
KPRMILL,1000000,0.0
KRBL,1000000,0.0
KREBSBIO,1000000,0.0
KRIDHANINF,1000000,0.0
KRISHANA,1000000,0.0
KRISHIVAL,1000000,0.0
KRISHNADEF,1000000,0.0
KRITI,1000000,0.0
KRITIKA,1000000,0.0
KRITINUT,1000000,0.0
KRN,1000000,0.0
KRONOX,1000000,0.0
KROSS,1000000,0.0
KRSNAA,1000000,0.0
KRYSTAL,1000000,0.0
KSB,1000000,0.0
KSCL,1000000,0.0
KSHINTL,1000000,0.0
KSHITIJPOL,1000000,0.0
KSL,1000000,0.0
KSOLVES,1000000,0.0
KTKBANK,1000000,0.0
KUANTUM,1000000,0.0
LAGNAM,1000000,0.0
LAL,1000000,0.0
LALPATHLAB,1000000,0.0
LAMBODHARA,1000000,0.0
LANDMARK,1000000,0.0
LAOPALA,1000000,0.0
LASA,1000000,0.0
LATENTVIEW,1000000,0.0
LAURUSLABS,1000000,0.0
LAXMICOT,1000000,0.0
LAXMIDENTL,1000000,0.0
LAXMIINDIA,1000000,0.0
LEMERITE,1000000,0.0
LEMONTREE,1000000,0.0
LENSKART,1000000,0.0
LEXUS,1000000,0.0
LFIC,1000000,0.0
LGBBROSLTD,1000000,0.0
LGEINDIA,1000000,0.0
LGHL,1000000,0.0
LIBAS,1000000,0.0
LIBERTSHOE,1000000,0.0
LICHSGFIN,1000000,0.0
LICI,1000000,0.0
LIKHITHA,1000000,0.0
LINC,1000000,0.0
LINCOLN,1000000,0.0
LINDEINDIA,1000000,0.0
LLOYDSENGG,1000000,0.0
LLOYDSENT,1000000,0.0
LLOYDSME,1000000,0.0
LMW,1000000,0.0
LODHA,1000000,0.0
LOKESHMACH,1000000,0.0
LORDSCHLO,1000000,0.0
LOTUSDEV,1000000,0.0
LOTUSEYE,1000000,0.0
LOVABLE,1000000,0.0
LOYALTEX,1000000,0.0
LPDC,1000000,0.0
LT,1000000,0.0
LTF,1000000,0.0
LTFOODS,1000000,0.0
LTIM,1000000,0.0
LTTS,1000000,0.0
LUMAXIND,1000000,0.0
LUMAXTECH,1000000,0.0
LUPIN,1000000,0.0
LUXIND,1000000,0.0
LXCHEM,1000000,0.0
LYKALABS,1000000,0.0
LYPSAGEMS,1000000,0.0
M&M,1000000,0.0
M&MFIN,1000000,0.0
MACPOWER,1000000,0.0
MADHAV,1000000,0.0
MADHUCON,1000000,0.0
MADRASFERT,1000000,0.0
MAGADSUGAR,1000000,0.0
MAGNUM,1000000,0.0
MAHABANK,1000000,0.0
MAHAPEXLTD,1000000,0.0
MAHEPC,1000000,0.0
MAHESHWARI,1000000,0.0
MAHLIFE,1000000,0.0
MAHLOG,1000000,0.0
MAHSCOOTER,1000000,0.0
MAHSEAMLES,1000000,0.0
MAITHANALL,1000000,0.0
MALLCOM,1000000,0.0
MALUPAPER,1000000,0.0
MAMATA,1000000,0.0
MANAKALUCO,1000000,0.0
MANAKCOAT,1000000,0.0
MANAKSIA,1000000,0.0
MANAKSTEEL,1000000,0.0
MANALIPETC,1000000,0.0
MANAPPURAM,1000000,0.0
MANBA,1000000,0.0
MANCREDIT,1000000,0.0
MANGLMCEM,1000000,0.0
MANINDS,1000000,0.0
MANINFRA,1000000,0.0
MANKIND,1000000,0.0
MANORAMA,1000000,0.0
MANORG,1000000,0.0
MANUGRAPH,1000000,0.0
MANYAVAR,1000000,0.0
MAPMYINDIA,1000000,0.0
MARALOVER,1000000,0.0
MARATHON,1000000,0.0
MARICO,1000000,0.0
MARINE,1000000,0.0
MARKOLINES,1000000,0.0
MARKSANS,1000000,0.0
MARUTI,1000000,0.0
MASFIN,1000000,0.0
MASTEK,1000000,0.0
MASTERTR,1000000,0.0
MATRIMONY,1000000,0.0
MAWANASUG,1000000,0.0
MAXESTATES,1000000,0.0
MAXHEALTH,1000000,0.0
MAXIND,1000000,0.0
MAYURUNIQ,1000000,0.0
MAZDA,1000000,0.0
MAZDOCK,1000000,0.0
MBAPL,1000000,0.0
MBEL,1000000,0.0
MBLINFRA,1000000,0.0
MCLEODRUSS,1000000,0.0
MCLOUD,1000000,0.0
MCX,1000000,0.0
MEDANTA,1000000,0.0
MEDIASSIST,1000000,0.0
MEDICAMEQ,1000000,0.0
MEDICO,1000000,0.0
MEDPLUS,1000000,0.0
MEESHO,1000000,0.0
MEIL,1000000,0.0
MENONBE,1000000,0.0
METROBRAND,1000000,0.0
METROPOLIS,1000000,0.0
MFML,1000000,0.0
MFSL,1000000,0.0
MGEL,1000000,0.0
MGL,1000000,0.0
MHLXMIRU,1000000,0.0
MHRIL,1000000,0.0
MICEL,1000000,0.0
MIDHANI,1000000,0.0
MIDWESTLTD,1000000,0.0
MINDACORP,1000000,0.0
MINDTECK,1000000,0.0
MIRCELECTR,1000000,0.0
MIRZAINT,1000000,0.0
MITCON,1000000,0.0
MITTAL,1000000,0.0
MKPL,1000000,0.0
MMFL,1000000,0.0
MMP,1000000,0.0
MMTC,1000000,0.0
MOBIKWIK,1000000,0.0
MODINATUR,1000000,0.0
MODIRUBBER,1000000,0.0
MODIS,1000000,0.0
MODISONLTD,1000000,0.0
MODTHREAD,1000000,0.0
MOHITIND,1000000,0.0
MOIL,1000000,0.0
MOKSH,1000000,0.0
MOL,1000000,0.0
MOLDTECH,1000000,0.0
MOLDTKPAC,1000000,0.0
MONARCH,1000000,0.0
MONEYBOXX,1000000,0.0
MONTECARLO,1000000,0.0
MOREPENLAB,1000000,0.0
MOSCHIP,1000000,0.0
MOTHERSON,1000000,0.0
MOTILALOFS,1000000,0.0
MOTISONS,1000000,0.0
MOTOGENFIN,1000000,0.0
MPHASIS,1000000,0.0
MPSLTD,1000000,0.0
MRF,1000000,0.0
MRPL,1000000,0.0
MSPL,1000000,0.0
MSTCLTD,1000000,0.0
MSUMI,1000000,0.0
MTARTECH,1000000,0.0
MTNL,1000000,0.0
MUFIN,1000000,0.0
MUFTI,1000000,0.0
MUKANDLTD,1000000,0.0
MUKKA,1000000,0.0
MUKTAARTS,1000000,0.0
MUNJALAU,1000000,0.0
MUNJALSHOW,1000000,0.0
MURUDCERA,1000000,0.0
MUTHOOTCAP,1000000,0.0
MUTHOOTFIN,1000000,0.0
MUTHOOTMF,1000000,0.0
MVGJL,1000000,0.0
MWL,1000000,0.0
NACLIND,1000000,0.0
NAGAFERT,1000000,0.0
NAGREEKEXP,1000000,0.0
NAHARCAP,1000000,0.0
NAHARINDUS,1000000,0.0
NAHARPOLY,1000000,0.0
NAHARSPING,1000000,0.0
NAM-INDIA,1000000,0.0
NARMADA,1000000,0.0
NATCAPSUQ,1000000,0.0
NATCOPHARM,1000000,0.0
NATHBIOGEN,1000000,0.0
NATIONALUM,1000000,0.0
NAUKRI,1000000,0.0
NAVA,1000000,0.0
NAVINFLUOR,1000000,0.0
NAVKARCORP,1000000,0.0
NAVNETEDUL,1000000,0.0
NAZARA,1000000,0.0
NBCC,1000000,0.0
NBIFIN,1000000,0.0
NCC,1000000,0.0
NCLIND,1000000,0.0
NDGL,1000000,0.0
NDL,1000000,0.0
NDLVENTURE,1000000,0.0
NDRAUTO,1000000,0.0
NDTV,1000000,0.0
NECCLTD,1000000,0.0
NELCAST,1000000,0.0
NELCO,1000000,0.0
NEOGEN,1000000,0.0
NEPHROPLUS,1000000,0.0
NESCO,1000000,0.0
NESTLEIND,1000000,0.0
NETWEB,1000000,0.0
NETWORK18,1000000,0.0
NEULANDLAB,1000000,0.0
NEWGEN,1000000,0.0
NEXTMEDIA,1000000,0.0
NFL,1000000,0.0
NGIL,1000000,0.0
NGLFINE,1000000,0.0
NH,1000000,0.0
NHPC,1000000,0.0
NIACL,1000000,0.0
NIBE,1000000,0.0
NIBL,1000000,0.0
NIITLTD,1000000,0.0
NIITMTS,1000000,0.0
NILAINFRA,1000000,0.0
NILASPACES,1000000,0.0
NILKAMAL,1000000,0.0
NINSYS,1000000,0.0
NIPPOBATRY,1000000,0.0
NIRAJ,1000000,0.0
NIRAJISPAT,1000000,0.0
NITCO,1000000,0.0
NITINSPIN,1000000,0.0
NITIRAJ,1000000,0.0
NIVABUPA,1000000,0.0
NKIND,1000000,0.0
NLCINDIA,1000000,0.0
NMDC,1000000,0.0
NOCIL,1000000,0.0
NOIDATOLL,1000000,0.0
NORTHARC,1000000,0.0
NOVAAGRI,1000000,0.0
NPST,1000000,0.0
NRAIL,1000000,0.0
NRBBEARING,1000000,0.0
NRL,1000000,0.0
NSIL,1000000,0.0
NSLNISP,1000000,0.0
NTPC,1000000,0.0
NTPCGREEN,1000000,0.0
NUCLEUS,1000000,0.0
NURECA,1000000,0.0
NUVAMA,1000000,0.0
NUVOCO,1000000,0.0
NYKAA,1000000,0.0
OAL,1000000,0.0
OBCL,1000000,0.0
OBEROIRLTY,1000000,0.0
OCCLLTD,1000000,0.0
ODIGMA,1000000,0.0
OFSS,1000000,0.0
OIL,1000000,0.0
OILCOUNTUB,1000000,0.0
OLAELEC,1000000,0.0
OLECTRA,1000000,0.0
OMAXAUTO,1000000,0.0
OMAXE,1000000,0.0
OMFREIGHT,1000000,0.0
OMINFRAL,1000000,0.0
ONEPOINT,1000000,0.0
ONESOURCE,1000000,0.0
ONGC,1000000,0.0
ONMOBILE,1000000,0.0
ONWARDTEC,1000000,0.0
OPTIEMUS,1000000,0.0
ORBTEXP,1000000,0.0
ORCHASP,1000000,0.0
ORCHPHARMA,1000000,0.0
ORIENTALTL,1000000,0.0
ORIENTBELL,1000000,0.0
ORIENTCEM,1000000,0.0
ORIENTCER,1000000,0.0
ORIENTELEC,1000000,0.0
ORIENTHOT,1000000,0.0
ORIENTLTD,1000000,0.0
ORIENTPPR,1000000,0.0
ORIENTTECH,1000000,0.0
ORISSAMINE,1000000,0.0
ORKLAINDIA,1000000,0.0
OSIAHYPER,1000000,0.0
OSWALAGRO,1000000,0.0
OSWALGREEN,1000000,0.0
OSWALPUMPS,1000000,0.0
OSWALSEEDS,1000000,0.0
PACEDIGITK,1000000,0.0
PAGEIND,1000000,0.0
PAISALO,1000000,0.0
PAKKA,1000000,0.0
PALASHSECU,1000000,0.0
PALREDTEC,1000000,0.0
PANACEABIO,1000000,0.0
PANACHE,1000000,0.0
PANAMAPET,1000000,0.0
PAR,1000000,0.0
PARACABLES,1000000,0.0
PARADEEP,1000000,0.0
PARAGMILK,1000000,0.0
PARAS,1000000,0.0
PARASPETRO,1000000,0.0
PARKHOSPS,1000000,0.0
PARKHOTELS,1000000,0.0
PARSVNATH,1000000,0.0
PASHUPATI,1000000,0.0
PASUPTAC,1000000,0.0
PATANJALI,1000000,0.0
PATELENG,1000000,0.0
PATELRMART,1000000,0.0
PATINTLOG,1000000,0.0
PAUSHAKLTD,1000000,0.0
PAVNAIND,1000000,0.0
PAYTM,1000000,0.0
PCBL,1000000,0.0
PCJEWELLER,1000000,0.0
PDMJEPAPER,1000000,0.0
PDSL,1000000,0.0
PEARLPOLY,1000000,0.0
PENIND,1000000,0.0
PENINLAND,1000000,0.0
PERSISTENT,1000000,0.0
PETRONET,1000000,0.0
PFC,1000000,0.0
PFIZER,1000000,0.0
PFOCUS,1000000,0.0
PFS,1000000,0.0
PGEL,1000000,0.0
PGHH,1000000,0.0
PGHL,1000000,0.0
PGIL,1000000,0.0
PHOENIXLTD,1000000,0.0
PICCADIL,1000000,0.0
PIDILITIND,1000000,0.0
PIGL,1000000,0.0
PIIND,1000000,0.0
PILANIINVS,1000000,0.0
PILITA,1000000,0.0
PINELABS,1000000,0.0
PIONEEREMB,1000000,0.0
PIRAMALFIN,1000000,0.0
PITTIENG,1000000,0.0
PIXTRANS,1000000,0.0
PKTEA,1000000,0.0
PLASTIBLEN,1000000,0.0
PLATIND,1000000,0.0
PLAZACABLE,1000000,0.0
PNB,1000000,0.0
PNBGILTS,1000000,0.0
PNBHOUSING,1000000,0.0
PNC,1000000,0.0
PNCINFRA,1000000,0.0
PNGJL,1000000,0.0
POCL,1000000,0.0
PODDARMENT,1000000,0.0
POKARNA,1000000,0.0
POLICYBZR,1000000,0.0
POLYCAB,1000000,0.0
POLYMED,1000000,0.0
POLYPLEX,1000000,0.0
PONNIERODE,1000000,0.0
POONAWALLA,1000000,0.0
POWERGRID,1000000,0.0
POWERINDIA,1000000,0.0
POWERMECH,1000000,0.0
PPAP,1000000,0.0
PPL,1000000,0.0
PPLPHARMA,1000000,0.0
PRABHA,1000000,0.0
PRAJIND,1000000,0.0
PRAKASH,1000000,0.0
PRAXIS,1000000,0.0
PRECAM,1000000,0.0
PRECOT,1000000,0.0
PRECWIRE,1000000,0.0
PREMEXPLN,1000000,0.0
PREMIERENE,1000000,0.0
PREMIERPOL,1000000,0.0
PRESTIGE,1000000,0.0
PRICOLLTD,1000000,0.0
PRIMESECU,1000000,0.0
PRIMO,1000000,0.0
PRINCEPIPE,1000000,0.0
PRITI,1000000,0.0
PRITIKAUTO,1000000,0.0
PRIVISCL,1000000,0.0
PROSTARM,1000000,0.0
PROTEAN,1000000,0.0
PRSMJOHNSN,1000000,0.0
PRUDENT,1000000,0.0
PRUDMOULI,1000000,0.0
PSB,1000000,0.0
PSPPROJECT,1000000,0.0
PTC,1000000,0.0
PTCIL,1000000,0.0
PTL,1000000,0.0
PUNJABCHEM,1000000,0.0
PURVA,1000000,0.0
PVRINOX,1000000,0.0
PVSL,1000000,0.0
PWL,1000000,0.0
PYRAMID,1000000,0.0
QPOWER,1000000,0.0
QUADFUTURE,1000000,0.0
QUESS,1000000,0.0
QUICKHEAL,1000000,0.0
RACE,1000000,0.0
RACLGEAR,1000000,0.0
RADAAN,1000000,0.0
RADHIKAJWE,1000000,0.0
RADIANTCMS,1000000,0.0
RADICO,1000000,0.0
RADIOCITY,1000000,0.0
RAILTEL,1000000,0.0
RAIN,1000000,0.0
RAINBOW,1000000,0.0
RAJMET,1000000,0.0
RAJOOENG,1000000,0.0
RAJRATAN,1000000,0.0
RAJSREESUG,1000000,0.0
RAJTV,1000000,0.0
RALLIS,1000000,0.0
RAMANEWS,1000000,0.0
RAMAPHO,1000000,0.0
RAMASTEEL,1000000,0.0
RAMCOCEM,1000000,0.0
RAMCOIND,1000000,0.0
RAMCOSYS,1000000,0.0
RAMKY,1000000,0.0
RAMRAT,1000000,0.0
RANASUG,1000000,0.0
RANEHOLDIN,1000000,0.0
RATEGAIN,1000000,0.0
RATNAMANI,1000000,0.0
RATNAVEER,1000000,0.0
RAYMOND,1000000,0.0
RAYMONDLSL,1000000,0.0
RAYMONDREL,1000000,0.0
RBA,1000000,0.0
RBLBANK,1000000,0.0
RBZJEWEL,1000000,0.0
RCF,1000000,0.0
RECLTD,1000000,0.0
REDINGTON,1000000,0.0
REDTAPE,1000000,0.0
REFEX,1000000,0.0
REGAAL,1000000,0.0
REGENCERAM,1000000,0.0
RELAXO,1000000,0.0
RELCHEMQ,1000000,0.0
RELIANCE,1000000,0.0
RELIGARE,1000000,0.0
RELTD,1000000,0.0
REMSONSIND,1000000,0.0
RENUKA,1000000,0.0
REPCOHOME,1000000,0.0
REPL,1000000,0.0
REPRO,1000000,0.0
RESPONIND,1000000,0.0
RETAIL,1000000,0.0
RGL,1000000,0.0
RHETAN,1000000,0.0
RHIM,1000000,0.0
RHL,1000000,0.0
RICOAUTO,1000000,0.0
RIIL,1000000,0.0
RISHABH,1000000,0.0
RITCO,1000000,0.0
RITES,1000000,0.0
RKDL,1000000,0.0
RKEC,1000000,0.0
RKFORGE,1000000,0.0
RKSWAMY,1000000,0.0
RMDRIP,1000000,0.0
RML,1000000,0.0
RNBDENIMS,1000000,0.0
ROHLTD,1000000,0.0
ROLEXRINGS,1000000,0.0
ROML,1000000,0.0
ROSSARI,1000000,0.0
ROSSELLIND,1000000,0.0
ROSSTECH,1000000,0.0
ROTO,1000000,0.0
ROUTE,1000000,0.0
RPEL,1000000,0.0
RPGLIFE,1000000,0.0
RPOWER,1000000,0.0
RPPINFRA,1000000,0.0
RPPL,1000000,0.0
RPSGVENT,1000000,0.0
RPTECH,1000000,0.0
RRKABEL,1000000,0.0
RSSOFTWARE,1000000,0.0
RSWM,1000000,0.0
RSYSTEMS,1000000,0.0
RTNINDIA,1000000,0.0
RTNPOWER,1000000,0.0
RUBFILA,1000000,0.0
RUBICON,1000000,0.0
RUBYMILLS,1000000,0.0
RUCHINFRA,1000000,0.0
RUCHIRA,1000000,0.0
RUDRA,1000000,0.0
RUPA,1000000,0.0
RUSHIL,1000000,0.0
RUSTOMJEE,1000000,0.0
RVHL,1000000,0.0
RVNL,1000000,0.0
RVTH,1000000,0.0
S&SPOWER,1000000,0.0
SAATVIKGL,1000000,0.0
SADBHIN,1000000,0.0
SADHNANIQ,1000000,0.0
SAFARI,1000000,0.0
SAGARDEEP,1000000,0.0
SAGCEM,1000000,0.0
SAGILITY,1000000,0.0
SAHYADRI,1000000,0.0
SAIL,1000000,0.0
SAILIFE,1000000,0.0
SAKAR,1000000,0.0
SAKHTISUG,1000000,0.0
SAKSOFT,1000000,0.0
SAKUMA,1000000,0.0
SALASAR,1000000,0.0
SALONA,1000000,0.0
SALZERELEC,1000000,0.0
SAMBHV,1000000,0.0
SAMHI,1000000,0.0
SAMMAANCAP,1000000,0.0
SAMPANN,1000000,0.0
SANATHAN,1000000,0.0
SANDESH,1000000,0.0
SANDHAR,1000000,0.0
SANDUMA,1000000,0.0
SANGAMIND,1000000,0.0
SANGHIIND,1000000,0.0
SANGHVIMOV,1000000,0.0
SANGINITA,1000000,0.0
SANOFI,1000000,0.0
SANOFICONR,1000000,0.0
SANSERA,1000000,0.0
SANSTAR,1000000,0.0
SAPPHIRE,1000000,0.0
SARDAEN,1000000,0.0
SAREGAMA,1000000,0.0
SARLAPOLY,1000000,0.0
SARVESHWAR,1000000,0.0
SASKEN,1000000,0.0
SASTASUNDR,1000000,0.0
SATIA,1000000,0.0
SATIN,1000000,0.0
SAURASHCEM,1000000,0.0
SBC,1000000,0.0
SBCL,1000000,0.0
SBFC,1000000,0.0
SBGLP,1000000,0.0
SBICARD,1000000,0.0
SBILIFE,1000000,0.0
SBIN,1000000,0.0
SCHAEFFLER,1000000,0.0
SCHAND,1000000,0.0
SCHNEIDER,1000000,0.0
SCI,1000000,0.0
SCILAL,1000000,0.0
SCODATUBES,1000000,0.0
SCPL,1000000,0.0
SDBL,1000000,0.0
SEAMECLTD,1000000,0.0
SECMARK,1000000,0.0
SEMAC,1000000,0.0
SENCO,1000000,0.0
SENORES,1000000,0.0
SEPC,1000000,0.0
SEQUENT,1000000,0.0
SERVOTECH,1000000,0.0
SESHAPAPER,1000000,0.0
SETCO,1000000,0.0
SFL,1000000,0.0
SGFIN,1000000,0.0
SGIL,1000000,0.0
SGL,1000000,0.0
SGLTL,1000000,0.0
SGMART,1000000,0.0
SHAH,1000000,0.0
SHAHALLOYS,1000000,0.0
SHAILY,1000000,0.0
SHAKTIPUMP,1000000,0.0
SHALBY,1000000,0.0
SHALPAINTS,1000000,0.0
SHANKARA,1000000,0.0
SHANTI,1000000,0.0
SHANTIGEAR,1000000,0.0
SHANTIGOLD,1000000,0.0
SHARDACROP,1000000,0.0
SHARDAMOTR,1000000,0.0
SHAREINDIA,1000000,0.0
SHEKHAWATI,1000000,0.0
SHEMAROO,1000000,0.0
SHILCTECH,1000000,0.0
SHILPAMED,1000000,0.0
SHIVALIK,1000000,0.0
SHIVAMAUTO,1000000,0.0
SHIVAMILLS,1000000,0.0
SHIVATEX,1000000,0.0
SHIVAUM,1000000,0.0
SHK,1000000,0.0
SHOPERSTOP,1000000,0.0
SHRADHA,1000000,0.0
SHREDIGCEM,1000000,0.0
SHREECEM,1000000,0.0
SHREEJISPG,1000000,0.0
SHREEPUSHK,1000000,0.0
SHREERAMA,1000000,0.0
SHREYANIND,1000000,0.0
SHRINGARMS,1000000,0.0
SHRIPISTON,1000000,0.0
SHRIRAMFIN,1000000,0.0
SHRIRAMPPS,1000000,0.0
SHYAMMETL,1000000,0.0
SHYAMTEL,1000000,0.0
SIEMENS,1000000,0.0
SIGACHI,1000000,0.0
SIGIND,1000000,0.0
SIGMA,1000000,0.0
SIGNATURE,1000000,0.0
SIGNPOST,1000000,0.0
SIL,1000000,0.0
SILGO,1000000,0.0
SILINV,1000000,0.0
SILVERTUC,1000000,0.0
SIMPLEXINF,1000000,0.0
SINCLAIR,1000000,0.0
SINDHUTRAD,1000000,0.0
SINTERCOM,1000000,0.0
SIRCA,1000000,0.0
SIS,1000000,0.0
SIYSIL,1000000,0.0
SJS,1000000,0.0
SJVN,1000000,0.0
SKFINDIA,1000000,0.0
SKFINDUS,1000000,0.0
SKIPPER,1000000,0.0
SKMEGGPROD,1000000,0.0
SKYGOLD,1000000,0.0
SMARTLINK,1000000,0.0
SMARTWORKS,1000000,0.0
SMCGLOBAL,1000000,0.0
SMLMAH,1000000,0.0
SMLT,1000000,0.0
SMSPHARMA,1000000,0.0
SNOWMAN,1000000,0.0
SOBHA,1000000,0.0
SOFTTECH,1000000,0.0
SOLARA,1000000,0.0
SOLARINDS,1000000,0.0
SOLARWORLD,1000000,0.0
SOLEX,1000000,0.0
SOMANYCERA,1000000,0.0
SOMICONVEY,1000000,0.0
SONACOMS,1000000,0.0
SONAMLTD,1000000,0.0
SONATSOFTW,1000000,0.0
SOTL,1000000,0.0
SOUTHBANK,1000000,0.0
SPAL,1000000,0.0
SPANDANA,1000000,0.0
SPARC,1000000,0.0
SPECIALITY,1000000,0.0
SPECTRUM,1000000,0.0
SPENCERS,1000000,0.0
SPIC,1000000,0.0
SPLIL,1000000,0.0
SPLPETRO,1000000,0.0
SPMLINFRA,1000000,0.0
SPORTKING,1000000,0.0
SRD,1000000,0.0
SREEL,1000000,0.0
SRF,1000000,0.0
SRGHFL,1000000,0.0
SRHHYPOLTD,1000000,0.0
SRM,1000000,0.0
SSDL,1000000,0.0
SSWL,1000000,0.0
STANLEY,1000000,0.0
STAR,1000000,0.0
STARCEMENT,1000000,0.0
STARHEALTH,1000000,0.0
STARPAPER,1000000,0.0
STARTECK,1000000,0.0
STCINDIA,1000000,0.0
STEELCAS,1000000,0.0
STEELCITY,1000000,0.0
STEELXIND,1000000,0.0
STEL,1000000,0.0
STERTOOLS,1000000,0.0
STLNETWORK,1000000,0.0
STLTECH,1000000,0.0
STOVEKRAFT,1000000,0.0
STUDDS,1000000,0.0
STYL,1000000,0.0
STYLAMIND,1000000,0.0
STYLEBAAZA,1000000,0.0
STYRENIX,1000000,0.0
SUBEXLTD,1000000,0.0
SUBROS,1000000,0.0
SUDARSCHEM,1000000,0.0
SUDEEPPHRM,1000000,0.0
SUKHJITS,1000000,0.0
SULA,1000000,0.0
SUMEETINDS,1000000,0.0
SUMICHEM,1000000,0.0
SUMIT,1000000,0.0
SUMMITSEC,1000000,0.0
SUNCLAY,1000000,0.0
SUNDARAM,1000000,0.0
SUNDARMFIN,1000000,0.0
SUNDRMBRAK,1000000,0.0
SUNDRMFAST,1000000,0.0
SUNDROP,1000000,0.0
SUNFLAG,1000000,0.0
SUNPHARMA,1000000,0.0
SUNTECK,1000000,0.0
SUNTV,1000000,0.0
SUPERHOUSE,1000000,0.0
SUPERSPIN,1000000,0.0
SUPRAJIT,1000000,0.0
SUPREME,1000000,0.0
SUPREMEIND,1000000,0.0
SUPRIYA,1000000,0.0
SURAJEST,1000000,0.0
SURAJLTD,1000000,0.0
SURAKSHA,1000000,0.0
SURANASOL,1000000,0.0
SURANAT&P,1000000,0.0
SURYALAXMI,1000000,0.0
SURYAROSNI,1000000,0.0
SURYODAY,1000000,0.0
SUTLEJTEX,1000000,0.0
SUVEN,1000000,0.0
SUVIDHAA,1000000,0.0
SUYOG,1000000,0.0
SUZLON,1000000,0.0
SVLL,1000000,0.0
SWANCORP,1000000,0.0
SWARAJENG,1000000,0.0
SWELECTES,1000000,0.0
SWIGGY,1000000,0.0
SWSOLAR,1000000,0.0
SYMPHONY,1000000,0.0
SYNCOMF,1000000,0.0
SYNGENE,1000000,0.0
SYRMA,1000000,0.0
SYSTMTXC,1000000,0.0
TAINWALCHM,1000000,0.0
TAJGVK,1000000,0.0
TALBROAUTO,1000000,0.0
TANLA,1000000,0.0
TARACHAND,1000000,0.0
TARC,1000000,0.0
TARIL,1000000,0.0
TARMAT,1000000,0.0
