RSI,EMA20,EMA50,volatility,volume_ratio,distance_high,target
51.75825306399373,350.8273613087795,349.7415848104516,0.005129981255292185,1.296024121281618,0.013825559499101088,0
45.02964077190622,350.64339198404167,349.70543108058575,0.0041142577516187495,1.2843120575769456,0.01934651796526734,0
46.02394552757135,350.50087586088154,349.6816591504397,0.004070098501952716,1.0900295368084754,0.01861664073786899,0
49.37674606556341,350.45308610158054,349.69523504980555,0.004192969805519339,0.7749926695388559,0.01614283970424107,0
45.77435040284164,350.31446785384236,349.665687547959,0.004248274668968162,0.7557742109586072,0.019054423772161534,0
44.892554741745506,350.16524778580634,349.62689820810664,0.004224819648351216,0.7183185513397592,0.019784928735439068,0
44.15960843910766,350.01120509713394,349.5814223548898,0.004222496882815924,0.7462504222405594,0.020370122944123804,0
40.4280278522867,349.7717496018647,349.49379187369465,0.004283187258712376,0.6490759360284211,0.023453219845998203,0
40.08062844483206,349.54561767129354,349.4058939981888,0.003864196636776108,0.5418979754840157,0.023747841522582965,0
41.43544212033343,349.36490099583085,349.33238432574757,0.003393681131063923,0.45217552760788093,0.023011650051638043,0
40.06945668663391,349.1680641491404,349.24752407010914,0.0022477296578901677,0.34581359133229517,0.024042632873610123,0
36.71751820276412,348.9042219995,349.1289299007304,0.0017544339429525942,0.33033464901784965,0.02670323372685798,0
36.174389810257495,348.65125121902014,349.00931893412184,0.0016863746382709884,0.3111706084461452,0.027147996812951262,0
35.60717007867488,348.4081122415726,348.88872678811964,0.0012586999345127281,0.3512305559396795,0.023692521077276662,0
32.66514898355034,348.1119204559728,348.7403038449213,0.0011846399598641512,0.48882882635834823,0.0260642928414933,0
33.77026540826803,347.8582659677142,348.60451497486093,0.001274708189762482,0.570735928717741,0.025618686563060912,0
30.53275510754277,347.5430350955589,348.4375294107127,0.0013667233992790554,0.6897371678710817,0.02829778071522825,0
26.570471057057347,347.1339905702936,348.2243010944891,0.0014966933926266715,0.7886081279571354,0.0321922441164421,0
23.647013125234736,346.65436823530405,347.9730424069003,0.001592979112712844,0.8568235496596817,0.03566203294881423,0
27.387827660314514,346.2680962417164,347.7530037303565,0.0017217330123200409,0.9296661225491121,0.03415055890547185,0
28.14611116581149,345.9281654393568,347.5464304089597,0.0018066727916041594,0.9956023439579633,0.023781714637234438,0
31.239079016273408,345.6587356997072,347.3649566806887,0.0019036839359649067,1.0147482506602785,0.020256431261491344,0
30.88116669201912,345.40545368556474,347.18709210186626,0.0019085169221860928,1.097365477433828,0.02055390027104592,0
41.675144879066565,345.31919871338727,347.07776521409113,0.002548511386979452,1.2740446916401384,0.01552977098262881,0
35.50498795993592,345.09351150811756,346.9100702279915,0.002805974086352213,1.1797714117438445,0.01764101932533686,0
36.48498661018766,344.9036154858285,346.7554997653849,0.0028061015871735503,1.175274682624251,0.01705044010331681,0
34.24346070394242,344.67465787431377,346.58309174846596,0.0027533354908771727,0.9497467919747068,0.016934270928375912,0
36.34901900327596,344.4960883346237,346.4300212117678,0.0025410669320691218,0.8188648984280928,0.015606786155274653,0
34.56131926529183,344.291668963419,346.26514259589237,0.002326639395325338,0.7456855496181973,0.01694169034486601,0
30.44087210473016,343.99718559576763,346.06069864574977,0.00250046006483363,0.766174332201951,0.019196915470783713,0
27.52177336580769,343.64026705948777,345.8264300942661,0.002592514892634522,0.7740910945202718,0.021454776761113153,0
34.62799867928365,343.4125973470581,345.64212618607525,0.0027885209466822066,0.7593702383890636,0.01699630122481685,0
31.320878117233093,343.1113673964243,345.4252014548343,0.0028858708521071305,0.8122026549735334,0.019103600293901544,0
28.137502008730806,342.73405950138135,345.1730062241827,0.00231690707770093,0.7632275078235433,0.022261590583579068,0
23.863394915303672,342.2212504209567,344.85891229047206,0.0024414993477239375,0.6837566669365366,0.027716039526753652,0
27.800395429633795,341.8144356187987,344.581778476101,0.0026001267425471105,0.6090134382485994,0.0258914031186354,0
27.16997507416623,341.4225594405802,344.3059804308756,0.0026093159762967974,0.6554682212410655,0.026650872593046982,0
29.577512459929437,341.10134261423644,344.0554769590159,0.0026253619368568682,0.6849336040972785,0.02410893272699599,0
35.7831668593205,340.901203738593,343.853211897882,0.002943534446747357,0.8564020064349807,0.021238974062039086,0
32.98264334023884,340.6391707143883,343.62521220053077,0.002878618092587509,0.890212388057733,0.02380605783187201,0
32.65878903588158,340.392570762157,343.4024989899944,0.002803613228361354,0.9715874311365028,0.02410893272699599,0
30.408182697633507,340.10279089532224,343.1608970341452,0.002525877129991633,1.1454875147096475,0.02623389934310541,0
30.775062664136527,339.845372170109,342.93109602493485,0.002471232909201316,1.193417999451084,0.026081856756780958,0
34.14114704027027,339.65533096965896,342.72854912804786,0.0024004328684325347,1.2002207715790005,0.0247151278752892,0
56.93979663128634,339.9167353253143,342.7154604400108,0.004523208682644171,1.2571401652911038,0.0048189074938570445,0
46.31447079493513,339.8865698141202,342.5914268464002,0.005454069918094886,1.2775647598008935,0.011778562803620017,0
43.65144392182007,339.7783223965795,342.438581771779,0.005526638159456787,1.3648938647279198,0.014317361191190037,0
46.93718838246416,339.761339513004,342.3257034338645,0.005567205040266449,1.4310557413362646,0.01015895650014068,0
45.26514496044445,339.6983541054251,342.1975014094203,0.0055319092499158205,1.2624769000702178,0.011353600808666308,0
44.413227532174965,339.6175575797684,342.0645288971263,0.005469190346799744,1.1901476501596404,0.012099766946036618,0
43.530927706256946,339.5206463115717,341.92697748339015,0.0054756066200364285,1.039946226233916,0.01284703492351904,0
41.40496042872711,339.3758206848568,341.7711412195816,0.005462791821350423,0.7412141719215709,0.014645006529678255,0
41.40496042872711,339.2447883683505,341.62155906484304,0.005463166678999018,0.5665866724993607,0.014645006529678255,0
43.279054684309465,339.1595699652911,341.49185133084416,0.00545704598234413,0.5628430638064388,0.01359540718349592,0
37.8745185756309,338.94436985799655,341.30987580910613,0.002966759176836818,0.44669535650369924,0.017957905669792915,0
34.22426263116857,338.6401411048067,341.0896289360186,0.002030434457457948,0.41459658919514264,0.021444563535461654,0
59.30071196566058,144.34992811050088,144.0665869154927,0.005411575814503367,1.3183378949714992,0.005237112673627613,0
56.41198922900003,144.39956907435044,144.10110036212578,0.004487554579538226,1.2526402849691058,0.006971835436371679,0
57.82793120243229,144.4597314638851,144.14085590769923,0.004472485656387829,1.2003229897129437,0.005860898508377867,0
56.22963203700486,144.50173795157284,144.17322995254702,0.0024911373341223344,0.6194963767087772,0.006763361129112528,0
57.68300805774319,144.55404011549896,144.2104928246867,0.001634154020344683,0.5192783999445278,0.0057221772739881995,0
56.869655407644075,144.59562280648026,144.2435136753952,0.0016429129431506104,0.477389697202717,0.006138349927094795,0
